recipe_name,diet,prep_time_mins,cook_time_mins,course,cuisine,translated_ingredients,url
Gujarati Vaghareli Mag (Recipe in Hindi),High Protein Vegetarian,10,40,Lunch,Gujarati Recipes﻿,"1/2 cup green moong dal, 1/2 teaspoon cumin seeds, 4 curry leaves - chopped, 1/2 teaspoon ginger - grated, 1 teaspoon green chilli - finely chopped, 1/2 teaspoon turmeric powder, 1 teaspoon lemon juice, 2 tablespoons coriander leaves - finely chopped, 1 teaspoon oil, salt - as per taste",https://www.archanaskitchen.com/jain-style-whole-green-moong-dal-subzi-recipe-gujarati-vaghareli-mag-in-hindi
Gawarfli Dry Vegetable Recipe,Vegetarian,10,30,Lunch,Rajasthani,"1-1/2 cup Gawar Phali (Kothavarangai / Cluster beans) - cut into small pieces,1 Onion - finely chopped,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Garlic - minced,Sunflower Oil - as required,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder,Salt - as required",https://www.archanaskitchen.com/gavarfali-ki-sukhi-sabzi-recipe
Homemade Butter Naan Recipe - Soft Yogurt Bread,Vegetarian,60,30,Dinner,North Indian Recipes,"3 cups All Purpose Flour (Maida),1/2 cup Butter (unsalted) - softened,1 cup Curd (Dahi / Yogurt),3 tablespoons Lukewarm Water,1 tablespoon Sugar,2 teaspoons Active dry yeast,1-1/2 teaspoons Salt,2 teaspoons Chaat Masala Powder,1 tablespoon Butter - softened",https://www.archanaskitchen.com/homemade-butter-naan-recipe
Radish Leaves Pachadi Recipe,Diabetic Friendly,20,15,Side Dish,South Indian Recipes,"2 Cups Mooli Ke Patte (Radish Greens) - chopped,1 Tomato - chopped,10 Dry Red Chillies - (adjust),2 Green Chillies - split,Salt - to taste,1 teaspoon Turmeric powder (Haldi),2 Tablespoon Sunflower Oil,1 Tablespoon Mustard seeds,1 Tablespoon White Urad Dal (Split),1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Asafoetida (hing),5 Curry leaves,3 cloves Garlic,2 inch Tamarind",https://www.archanaskitchen.com/radish-leaves-pachadi-recipe
Sabji Shikanji Recipe - Chia Seeds Shikanji,Vegetarian,30,0,Snack,Indian,"4 teaspoons Sabza seeds, 3 cups cold water, 1 cup ice, 3 Lemon - Ras nikal, 4 tablespoons sugar - PC, black salt or rock salt - according to taste, cumin powder - a pinch, pepper powder - a pinch , Peppermint - for garnish",https://www.archanaskitchen.com/chia-seeds-shikanji-recipe-in-hindi
Mysore Rasam Recipe,Vegetarian,10,5,Lunch,South Indian Recipes,"1/2 cup Arhar dal (Split Toor Dal) - cooked,2 Tomatoes - roughly chopped,20 grams Tamarind - lemon sized,1 teaspoon Jaggery,1 Green Chilli - slit,1 sprig Curry leaves,2 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),2 teaspoons Ghee,Salt - Salt for taste,2 teaspoons Chana dal (Bengal Gram Dal),2 teaspoons Coriander (Dhania) Seeds,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Black pepper powder,2 Kashmiri dry red chillies,1/4 cup Fresh coconut - grated",http://www.archanaskitchen.com/mysore-rasam-recipe
Chena Mezhukkupuratti Recipe ( Eggplant Foot Yam Stir Fry),Vegetarian,15,35,Lunch,Kerala Recipes,"2 cups Elephant yam (Suran/Senai/Ratalu) - cubed,2-1/2 cups Water,8 Garlic - cloves,1 Onion - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1-1/2 teaspoon Red Chilli powder,1/2 teaspoon Black pepper powder,1/2 teaspoon Fennel Powder,1 tablespoon Sunflower Oil,1 teaspoon Mustard seeds,6 Curry leaves",https://www.archanaskitchen.com/chena-mezhukuparrati-recipe-eggplant-foot-yam-stir-fry
Spring Onion Dosa Recipe,Vegetarian,360,30,South Indian Breakfast,Karnataka,"1 cup Spring Onion (Bulb & Greens) - chopped,1 cup Spring Onion Greens - chopped,2 cups Dosa rice,1/2 cup Poha (Flattened rice),2 tablespoons White Urad Dal (Split),1 tablespoon Methi Seeds (Fenugreek Seeds),6 Dry Red Chillies,1/4 cup Fresh coconut - grated,2 tablespoon Jaggery - grated,Water - as required for batter,Sunflower Oil - to prepare dosa,Salt - to taste",https://www.archanaskitchen.com/karnataka-style-spring-onion-dosa-recipe
Mangalorean Style Vaingana Mashinga Sange Sukhe/Sukka Recipe - Brinjal & Cashew Nut Stir Fry,Vegetarian,10,45,Lunch,Mangalorean,"6 Small Brinjal (Baingan / Eggplant) - cut into wedges,1 teaspoon Mustard seeds,1 Onion - chopped,4 cloves Garlic - crushed,1 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 sprig Curry leaves,1 tablespoon White Urad Dal (Split),1 tablespoon Chana dal (Bengal Gram Dal),1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Whole Black Peppercorns,4 Dry Red Chillies",http://www.archanaskitchen.com/mangalorean-style-vaingana-mashinga-sange-sukhe-sukka-recipe-dry-brinjal-and-cashewnut-stir-fry-recipe
Konkani Style Phanna Doddak Recipe-Tempered Dosa Recipe,High Protein Vegetarian,30,20,South Indian Breakfast,Konkan,"1 cup White Urad Dal (Split) - soaked for 30 minutes,2 cups Sooji (Semolina/ Rava) - (idli rava),1 inch Ginger,1 Green Chilli,Salt - to taste,2 sprig Curry leaves,2 tablespoons Mustard seeds,Sunflower Oil - for the tadka",http://www.archanaskitchen.com/phanna-doddak-recipe-konkani-style-tempered-dosa
Mozzarella Stuffed Potato Balls Recipe,Vegetarian,10,30,Appetizer,Indian,"3 Potatoes (Aloo) - boiled and peeled,1 tablespoon Corn flour,1/2 teaspoon Black pepper powder,Salt - to taste,1 cup Mozzarella cheese - cut into small cubes,1/2 cup Whole Wheat Bread crumbs,1 tablespoon All Purpose Flour (Maida),1 teaspoon Corn flour,Sunflower Oil - for deep frying",https://www.archanaskitchen.com/mozzarella-stuffed-potato-balls-recipe
Alu Vadi Or Patrode Recipe - Maharashtrian Snack With Colocasia Leaves,Vegetarian,15,25,Snack,Maharashtrian Recipes,"6 Colocasia Leaves (Arbi) - de-stemmed,1-1/2 cups Multigrain flour - or chickpea flour (adjust),2 tablespoon Tamarind Water,2 teaspoons Garlic - grated,1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Asafoetida (hing),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2-3 teaspoons Jaggery - grated,Salt - to taste,Water - as required to make a thick batter,2 teaspoon Sunflower Oil,2 teaspoons Cumin seeds (Jeera),2 teaspoons Fennel seeds (Saunf),3 teaspoons Sesame seeds (Til seeds)",http://www.archanaskitchen.com/alu-vadi-or-patrode-recipe-maharashtrian-snack-with-colocasia-leaves
Healthy Bharwa Karela Recipe - Stuffed Bitter Gourd,Diabetic Friendly,30,50,Side Dish,Indian,"8 Karela (Bitter Gourd/ Pavakkai),Sunflower Oil - coconut oil or mustard oil as required (maximum 3 tablespoons),1 teaspoon Kashmiri Red Chilli Powder,1 teaspoon Garam masala powder,1/2 teaspoon Amchur (Dry Mango Powder),Salt - to taste,1 Onion - (red or white),1 Tomato,1/4 cup Mango (Raw) - chopped,1 Green Chilli,4 cloves Garlic,1 inch Ginger - peeled,1/2 inch Fresh turmeric root - or 1 teaspoon turmeric powder,10 Raw Peanuts (Moongphali),2 teaspoons Coriander (Dhania) Seeds,2 Dry Red Chillies,Tamarind - marble sized,1/2 cup Fresh coconut - grated",https://www.archanaskitchen.com/healthy-bharwa-karela-recipe-indian-masala-stuffed-bitter-gourd
Lau Er Kofta Curry Recipe (Bengali Style Doodhi Dumplings In Tomato Based Gravy),Vegetarian,40,15,Side Dish,Bengali Recipes,"1 Bottle gourd (lauki) - grated,1 teaspoon Ginger Garlic Paste,1/2 teaspoon Panch Phoran Masala,1 Green Chilli - finely chopped,1/3 cup Gram flour (besan) - (adjust as needed),Salt - to taste,1 teaspoon Ajwain (Carom seeds),1 Bay leaf (tej patta),1 Onion - chopped,2 Tomato - chopped,1 inch Ginger - peeled,5 cloves Garlic,2 Green Chillies,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Cumin powder (Jeera) -,1 tablespoon Coriander Powder (Dhania),Sugar - a pinch,Salt - to taste,Sunflower Oil - to cook,Coriander (Dhania) Leaves - a few sprigs",https://www.archanaskitchen.com/lau-er-kofta-curry-recipe-bengali-style-doodhi-dumplings-in-tomato-based-gravy
Onion Raita Recipe,Vegetarian,10,0,Side Dish,Indian,"1/2 cup yogurt, 1/4 cup water, 1 onion - cut thin and straight, 1 green chilli - finely chopped, 2 sprig green coriander - finely chopped, 2 sprig mint - finely chopped, salt - as per taste 1/2 teaspoon cumin powder",https://www.archanaskitchen.com/onion-raita-recipe-pyaz-ka-raita-recipe-in-hindi
Paneer Bhurji Varpas Recipe,High Protein Vegetarian,5,25,Snack,Indian,"4 Tortillas,1 cup Paneer (Homemade Cottage Cheese) - grated,1 Onion - finely chopped,1 Tomato - finely chopped,1 Green Chilli - finely chopped,4 tablespoons Coriander (Dhania) Leaves - finely chopped,2 teaspoons Sunflower Oil,Salt - to taste",http://www.archanaskitchen.com/paneer-burjee-wraps-recipe
Dry Jamun Recipe,Vegetarian,10,30,Dessert,Indian,"300 grams Khoya (Mawa) - crumbled,200 grams Paneer (Homemade Cottage Cheese) - grated,4 tablespoons Milk Powder,3/4 cup All Purpose Flour (Maida),1/4 teaspoon Cardamom Powder (Elaichi),1 tablespoon Sugar - powdered,1-1/2 cups Sugar,1/2 cup Water - to make sugar syrup,1/2 cup Dessicated Coconut,2 cups Ghee - for frying",https://www.archanaskitchen.com/dry-jamun-recipe
Egg Butter Masala Recipe,Eggetarian,15,45,Lunch,Indian,"4 Whole Eggs,3 Tomatoes - finely chopped,2 Onions - finely chopped,6 cloves Garlic,1/4 inch Ginger,6 tablespoon Butter,1 Bay leaf (tej patta),1 teaspoon Red Chilli powder,1 tablespoon Garam masala powder,1 teaspoon Kasuri Methi (Dried Fenugreek Leaves),20 Cashew nuts,1 tablespoon Ginger Garlic Paste,Salt - to taste",http://www.archanaskitchen.com/egg-butter-masala-recipe
Carrot and Cucumber Thalipeeth Recipe,No Onion No Garlic (Sattvic),10,30,North Indian Breakfast,Maharashtrian Recipes,"1 cup Rice flour,1/2 cup Gram flour (besan),1/2 cup Whole Wheat Flour,1 Cucumber - grated,1 Carrot (Gajjar) - grated,2 sprig Dill leaves - chopped,1 tablespoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),Salt - to taste",https://www.archanaskitchen.com/carrot-and-cucumber-thalipeeth-recipe
Maharashtrian Style Kelfulachi Bhaji Recipe - Banana Flower Stir Fry Recipe,Vegetarian,60,30,Side Dish,Maharashtrian Recipes,"1 Banana flower (Vazhaipoo) - cleaned and chopped small,1/4 cup Green peas (Matar),2 Onion - chopped,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 pinch Asafoetida (hing),4 Cloves (Laung) - chopped,1 tablespoon Jaggery,4 tablespoon Malwani masala,3 Kokum (Malabar Tamarind) - chopped finely,Salt - to taste",https://www.archanaskitchen.com/maharashtrian-style-kelfulachi-bhaji-recipe-banana-floweret-stir-fry-recipe
Pahadi Chicken Curry Recipe,Non Vegeterian,10,35,Lunch,North Indian Recipes,"500 grams Chicken - with bone,1/2 cup Curd (Dahi / Yogurt) - whisked,1/4 cup Milk,1 teaspoon Turmeric powder (Haldi),2 Cardamom (Elaichi) Pods/Seeds,1 Black cardamom (Badi Elaichi),2 sprig Coriander (Dhania) Leaves - chopped,Salt - to taste,Sunflower Oil,2 Onions - chopped,4 cloves Garlic - chopped,1 inch Ginger,2 tablespoon Coriander (Dhania) Seeds,1 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),1 teaspoon Fennel seeds (Saunf),1 teaspoon Whole Black Peppercorns,1 Green Chilli - chopped",http://www.archanaskitchen.com/pahadi-chicken-curry-recipe
Crunchy ladyfinger and onion masala recipe,Vegetarian,15,45,Lunch,North Indian Recipes,"250 grams Bhindi (Lady Finger/Okra) - sliced in small round shape,1-1/2 tablespoon Gram flour (besan),1-1/2 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1-1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Amchur (Dry Mango Powder),Salt - as required,Water - as required,Sunflower Oil - as required,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),1 tablespoon Ginger Garlic Paste,1 Green Chilli - finely chopped,2 Onions - finely chopped,Coriander (Dhania) Leaves - finely chopped",http://www.archanaskitchen.com/kurkuri-bhindi-and-onion-masala-recipe
Himachali Dry Raw Mango Chutney Recipe,Vegetarian,10,10,Side Dish,Himachal,"1 cup raw mango - cut into pieces, 1 cup peppermint - wash and chop, 1/2 cup green coriander - wash and chop, 2 green chillies - chopped, 1/2 tablespoon sugar, salt - water, as per taste - hot",https://www.archanaskitchen.com/himachali-dry-raw-mango-chutney-recipe-in-hindi
Pudina Lassi Recipe,Vegetarian,10,0,Side Dish,North Indian Recipes,"1 कप दही,बर्फ - प्रयोग अनुसार,1 हरी मिर्च - काट ले,1/2 कप पुदीना - धो कर काट ले,1/2 छोटा चम्मच काला नमक या सेंधा नमक - वैकल्पिक",https://www.archanaskitchen.com/pudina-lassi-recipe-refreshing-pud-lassi-recipe-in-hindi
Cauliflower Moong Dal Recipe,High Protein Vegetarian,10,60,Side Dish,Indian,"1 cup Yellow Moong Dal (Split),1 Cauliflower (gobi),1 teaspoon Turmeric powder (Haldi),3 Green Chillies,1 tablespoon Cumin powder (Jeera),1 Onion - chopped,Salt - to taste,2 Tomatoes,1 tablespoon Sunflower Oil - (adjust),1 teaspoon Ginger - minced,2 tablespoon Coriander (Dhania) Leaves,1 teaspoon Garam masala powder",https://www.archanaskitchen.com/cauliflower-moong-dal-recipe
Chettinad Style Paneer Kurma (Recipe In Hindi),Vegetarian,20,30,Main Course,Chettinad,"250 grams Paneer - Chopped chopped, 1/2 cup small onions - cut into four pieces, 1 tomato - chopped, 1 teaspoon mustard, 1 tablespoon red chili powder, salt - as per taste, oil - to cook, 2 Nuggets curry leaves, 2 tablespoons coriander seeds, 3 lavang, 1 inch cinnamon, 1 cardamom, 2 teaspoons whole pepper, 3 kalpasi leaves, 2 chakra flowers, 6 dry red chillies, 1 teaspoon poppy poppy seeds, 1 / 2 cups coconut - grated, 2 green chillies - sliced, 1 curry leaves, coriander - finely chopped",https://www.archanaskitchen.com/chettinad-style-paneer-kurma-recipe-in-hindi
Tomato pulao Recipe,Vegetarian,10,40,Lunch,Karnataka,"1 cup Basmati rice,3 Tomatoes - diced into large pieces,1 Onion - sliced,10 Mint Leaves (Pudina),1/2 teaspoon Cumin seeds (Jeera),1 Bay leaves (tej patta),1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Sugar,1 teaspoon Lemon juice,2 tablespoon Sunflower Oil,1 tablespoon Ghee,1 tablespoon Coriander (Dhania) Seeds,2 teaspoons Poppy seeds,1 teaspoon Cumin seeds (Jeera),7 to 8 Whole Black Peppercorns,1 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),2 Green Chillies,1-1/2 teaspoon Red Chilli powder,6 Garlic,1/2 Onion,1/2 inch Ginger",https://www.archanaskitchen.com/tomato-pulav-recipe
Sabudana Kheer (Recipe In Hindi),Vegetarian,0,45,Dessert,Indian,"1 कप साबूदाना,1 लीटर दूध,1 कप शक्कर,1 छोटा चमच्च इलाईची पाउडर,1 छोटा चमच्च घी,1/4 कप बादाम - सिल्वर परत वाली,1/4 कप किसमिस",https://www.archanaskitchen.com/sabudana-kheer-recipe-in-hindi
Pirandai Oorugai Recipe - Pirandai Pickle Recipe,Vegetarian,15,12,Side Dish,South Indian Recipes,"1 cup Pirandai - cleaned,10 Dry Red Chillies,2 tablespoons Tamarind Paste,4 tablespoons Sesame (Gingelly) Oil,1 teaspoon Mustard seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),Salt,1/2 teaspoon Asafoetida (hing)",https://www.archanaskitchen.com/pirandai-oorugai-recipe-pirandai-pickle-recipe
Surati Jowar Vada Recipe,Gluten Free,60,35,Snack,North Indian Recipes,"1 cup Jowar Flour (Sorghum),1/2 cup Gram flour (besan),1 inch Ginger - chopped,4 cloves Garlic - chopped,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 cup Curd (Dahi / Yogurt),Salt - to taste,3 teaspoon Sesame seeds (Til seeds),Sunflower Oil",https://www.archanaskitchen.com/surati-jowar-vada-recipe
Rose Gulkand Phirni (Recipe In Hindi),Vegetarian,10,60,Dessert,North Indian Recipes,"2 लीटर दूध - फुल फैट,1/2 कप चावल - 30 मिनट के लिए पानी में भिगो दे,1-1/2 कप कंडेन्स दूध,4 बड़े चमच्च गुलाब के पत्ते - 4 चमच्च गरम दूध में भिगो दे,2 बड़े चमच्च गुलकंद,2 बड़े चमच्च शक्कर,2 बड़े चमच्च गुलाब का पानी - या रूह अफ़ज़ाह,1/2 छोटा चमच्च इलाइची पाउडर,1/2 छोटा चमच्च सौंफ पाउडर,1 छोटा चमच्च गुलाब का पानी,12 पिस्ता - काट ले,12 बादाम - काट ले,12 काजू - काट ले,गुलाब के पत्ते - सूखे (थोड़े)",http://www.archanaskitchen.com/rose-gulkand-phirni-recipe-in-hindi
Chai Ka Masala Recipe - Homemade Spice Powder for Tea,High Protein Non Vegetarian,10,20,Lunch,Goan Recipes,"1/4 cup Cardamom (Elaichi) Pods/Seeds,1/4 cup Cloves (Laung),1/4 cup Dry ginger powder,1 tablespoon Whole Black Peppercorns,2 inch Cinnamon Stick (Dalchini),1 teaspoon Nutmeg powder",http://www.archanaskitchen.com/chai-ka-masala-recipe-homemade-spice-powder-for-tea
Kerala Style Ulli Theeyal Recipe,Vegetarian,15,20,Side Dish,Kerala Recipes,"200 ग्राम छोटे प्याज,2 टहनी कढ़ी पत्ता,2 कप इमली का पानी,1/2 छोटा चमच्च राइ,1/4 छोटा चमच्च हींग,1/4 छोटा चमच्च हल्दी पाउडर,3 बड़े चमच्च तेल,नमक - स्वाद अनुसार,1 बड़े चमच्च धनिये के बीज,1/2 छोटा चमच्च जीरा,6 सुखी लाल मिर्च,1 कप नारियल - कस ले",http://www.archanaskitchen.com/kerala-style-ulli-theeyal-recipe-small-onions-roasted-in-spicy-tamarind-coconut-gravy-in-hindi
Restaurant Style Hara Bhara Kebab Recipe - Vegetarian Green Patties,High Protein Vegetarian,30,20,Appetizer,Indian,"2 cups Spinach Leaves (Palak),1/4 cup Coriander (Dhania) Leaves - chopped,1 Potato (Aloo) - boiled,1 cup Green peas (Matar) - blanched,1 inch Ginger - grated,4 Green Chillies - (adjust),1/2 teaspoon Amchur (Dry Mango Powder) - (adjust),2-1/2 tablespoon Gram flour (besan),Sunflower Oil - to shallow fry,Chaat Masala Powder - as needed,Salt - to taste",http://www.archanaskitchen.com/restaurant-style-hara-bhara-kebab-recipe-vegetarian-green-patties
"Oats, Dates And Dry Fruits Ladoo Recipe",Vegetarian,20,25,Snack,Indian,"1/2 cup Dates - deseeded and chopped,1/4 cup Instant Oats (Oatmeal),1/4 cup Cashew nuts,1/4 cup Badam (Almond),1/4 cup Dessicated Coconut,Caster Sugar - to taste (optional),1/2 teaspoon Cardamom Powder (Elaichi),Ghee",http://www.archanaskitchen.com/oats-dates-and-dry-fruits-ladoo-recipe
Kashmiri Mutton Yakhni Recipe,Non Vegeterian,10,25,Main Course,Kashmiri,"500 grams Mutton - on the bone,2 tablespoons Nutralite Classic Spread,4 Cardamom (Elaichi) Pods/Seeds,2 inch Cinnamon Stick (Dalchini),2 Bay leaf (tej patta),2 Dry Red Chillies,3 Cloves (Laung),2 teaspoons Fennel seeds (Saunf),Salt - to taste,1-1/2 cups Curd (Dahi / Yogurt),2 teaspoons Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1 teaspoon Dry ginger powder,1 pinch Saffron strands,2 tablespoons Milk",https://www.archanaskitchen.com/kashmiri-mutton-yakhni-recipe
Banana Apple Mash Recipe,Vegetarian,5,10,Main Course,Indian,"1 Ripe Bananas - finely chopped,1/2 Apple - finely chopped without peel,1 pinch Cardamom Powder (Elaichi),1/2 pinch Cinnamon Powder (Dalchini),1-1/2 cup Milk,Honey - to taste,1 pinch Cardamom Powder (Elaichi),1/2 pinch Cinnamon Powder (Dalchini)",https://www.archanaskitchen.com/banana-apple-mash-recipe
Maharashtrian Style Kala Chana Cooked In Koli Masala Recipe,High Protein Vegetarian,15,15,Lunch,Maharashtrian Recipes,"1-1/2 cup Kala Chana (Brown Chickpeas) - boiled,1 teaspoon Cumin seeds (Jeera),1 sprig Curry leaves,1 tablespoon Sunflower Oil,2 teaspoons Coriander (Dhania) Leaves - finely chopped for garnish,Salt - to taste,2 Onions - thinly sliced,4 tablespoons Fresh coconut - grated,1 teaspoon Cumin seeds (Jeera),3 sprig Coriander (Dhania) Leaves,2 Green Chillies,1 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,1 teaspoon Koli masala,1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Coriander Powder (Dhania),2 Kokum (Malabar Tamarind)",https://www.archanaskitchen.com/kala-chana-cooked-in-koli-masala-recipe-maharashtrian-koli-style-kala-chana-masala
